date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage
1932m5,25.227215,3.6999915,13.454515,5.3818059,2.6909029
1932m6,20.30414,2.9005911,10.514644,4.7134609,2.1754436
1932m7,30.668703,3.0290077,21.960304,3.7862594,1.8931297
1932m8,38.285366,5.2390504,21.359205,7.657074,4.0300388
1932m9,41.309731,1.1691432,25.331436,7.4045739,7.4045739
1932m10,18.485111,.69755137,7.3242898,5.9291868,4.5340843
1932m11,24.944559,.36683175,15.406933,5.869308,3.3014855
1932m12,24.667124,1.4510072,14.872825,4.7157736,3.6275184
1933m1,20.036854,2.0376463,11.207054,5.7733307,1.0188231
1933m2,20.952536,1.5520397,11.252288,5.0441289,3.1040795
1933m3,29.681461,1.4134029,18.727589,5.300261,4.2402086
1933m4,22.13999,1.7571421,7.0285683,7.3799968,5.9742827
1933m5,21.372492,.74991196,10.498768,6.749208,3.374604
1933m6,27.459032,1.1602408,10.442167,7.3481917,8.5084324
1933m7,46.931534,2.2893431,24.038103,12.972944,7.631144
1933m8,71.27475,10.402261,40.838501,10.402261,9.6317225
1933m9,50.650459,2.6263201,32.266216,7.5037718,8.2541485
1933m10,28.186087,3.0199378,13.086397,7.0465217,5.0332298
1933m11,25.557083,1.7504852,12.253396,3.1508732,8.4023285
1933m12,22.529478,1.6813043,10.424087,5.7164345,4.7076521
1934m1,38.277641,2.0146127,16.452671,9.7372952,10.073064
1934m2,46.874931,4.9143071,19.657228,12.852803,9.4505911
1934m3,39.009964,3.0797341,11.63455,12.318936,11.976744
1934m4,36.274784,2.3295732,15.641421,9.3182926,8.9854975
1934m5,57.961021,3.6432643,38.419876,7.9489403,7.9489403
1934m6,78.289749,2.0693326,57.251534,9.3119974,9.6568851
1934m7,133.62981,18.253557,79.213547,20.664404,15.498303
1934m8,108.42142,1.8130671,83.401093,17.768057,5.4392014
1934m9,60.105698,1.066965,33.431572,17.07144,8.5357199
1934m10,37.533615,1.6907034,20.288439,9.4679384,6.0865316
1934m11,34.286057,1.3994309,21.691179,6.6472964,4.5481501
1934m12,52.967987,4.0744605,23.767687,15.279226,9.8466139
1935m1,40.314373,4.1348076,22.396873,6.5467787,7.2359133
1935m2,25.704145,1.1340065,13.230075,5.670032,5.670032
1935m3,35.218002,1.6304631,19.891649,5.8696671,7.8262229
1935m4,37.10638,1.7503011,18.903252,8.0513849,8.4014444
